osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,bridge,ref,junction,tunnel,access,width
279503726,residential,,,,False,False,9.274389457028745,"LINESTRING (80.5922994 16.5313439, 80.5922181 16.5313736)",,,,,,
279503726,residential,,,,False,True,37.24086504344,"LINESTRING (80.5922994 16.5313439, 80.5926258 16.5312245)",,,,,,
373889298,residential,,,,False,False,104.70826401555323,"LINESTRING (80.5922994 16.5313439, 80.5921806 16.5311033, 80.5921287 16.5309843, 80.5920756 16.5308565, 80.5919366 16.5304699)",,,,,,
279503440,residential,,,,False,False,16.989712113166316,"LINESTRING (80.6150927 16.5313631, 80.6152487 16.5313318)",,,,,,
279503440,residential,,,,False,True,18.874152878881198,"LINESTRING (80.6150927 16.5313631, 80.6149161 16.5313509)",,,,,,
279503694,residential,,,,False,False,113.08003359283268,"LINESTRING (80.6150927 16.5313631, 80.6152562 16.5323679)",,,,,,
279503955,residential,,,,False,False,85.39418963250894,"LINESTRING (80.5949377 16.5313499, 80.5952007 16.5320753)",,,,,,
848276946,tertiary,,,,False,False,21.52096577434295,"LINESTRING (80.5949377 16.5313499, 80.5947467 16.5314126)",,,,,,
848276946,tertiary,,,,False,True,58.11748693887659,"LINESTRING (80.5949377 16.5313499, 80.5954437 16.5311553)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,False,54.988327374884,"LINESTRING (80.6470875 16.5314217, 80.646581 16.5315154)",,,,,,
279503874,residential,,,Devingar 7th line,False,False,202.20150651114264,"LINESTRING (80.6470875 16.5314217, 80.6475705 16.5331802)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,True,52.945847478191496,"LINESTRING (80.6470875 16.5314217, 80.6471647 16.5314074, 80.6475341 16.5313073, 80.6475618 16.5312881)",,,,,,
279503507,residential,1,20,Devinagar 2nd line,False,False,49.21771119092024,"LINESTRING (80.6447827 16.5314288, 80.6448976 16.5318575)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,False,287.4189933520174,"LINESTRING (80.6447827 16.5314288, 80.6444558 16.5313753, 80.644192 16.5313401, 80.643801 16.5313133, 80.6436654 16.5313012, 80.643529 16.5312683, 80.6432487 16.5311484, 80.6430576 16.5310693, 80.6427721 16.5309936, 80.6424975 16.5309264, 80.6421805 16.5308233)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,True,54.84108515985727,"LINESTRING (80.6447827 16.5314288, 80.6450962 16.531484, 80.6452876 16.5315232)",,,,,,
373875828,residential,,,,False,False,64.34728117756497,"LINESTRING (80.6211256 16.5314487, 80.6217223 16.5313612)",,,,,,
373891978,residential,,,,False,True,38.20535394252232,"LINESTRING (80.6211256 16.5314487, 80.6211827 16.5317879)",,,,,,
"[373891988, 851513766]",residential,,,,False,True,131.97046463245408,"LINESTRING (80.6211256 16.5314487, 80.621116 16.5313291, 80.6210824 16.5310992, 80.6210651 16.5309484, 80.6210287 16.5306644, 80.6209716 16.5302713)",,,,,,
177626288,tertiary,2,,Swathi Road,True,False,22.137863485073947,"LINESTRING (80.5968213 16.531488, 80.5967815 16.5312926)",,,,,,
279503793,residential,,,,False,False,11.043707676825047,"LINESTRING (80.5968213 16.531488, 80.5967262 16.5315274)",,,,,,
279503745,residential,,,,False,True,121.97640778459754,"LINESTRING (80.5947467 16.5314126, 80.5942958 16.5304044)",,,,,,
848276946,tertiary,,,,False,False,36.54575805857105,"LINESTRING (80.5947467 16.5314126, 80.5944295 16.5315373)",,,,,,
848276946,tertiary,,,,False,True,21.52096577434295,"LINESTRING (80.5947467 16.5314126, 80.5949377 16.5313499)",,,,,,
279503774,residential,,,,False,True,53.741027865800596,"LINESTRING (80.6004119 16.5314429, 80.5999227 16.5315597)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,True,59.920564750394306,"LINESTRING (80.6004119 16.5314429, 80.6005448 16.5319665)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,False,101.3469792200826,"LINESTRING (80.6004119 16.5314429, 80.6003966 16.531385, 80.6002838 16.5309577, 80.6001974 16.5305552)",,,,,,
279503442,residential,,,,False,True,83.36423142892497,"LINESTRING (80.6221928 16.5314803, 80.6225569 16.5321438)",,,,,,
279503453,residential,,,,False,False,47.445071726580956,"LINESTRING (80.6221928 16.5314803, 80.6225849 16.5312784)",,,,,,
279535675,residential,,,,False,True,22.091262336538986,"LINESTRING (80.6221928 16.5314803, 80.6221234 16.5312931)",,,,,,
373892152,residential,,,,False,False,34.88253629044592,"LINESTRING (80.6221928 16.5314803, 80.621884 16.5315841)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,False,56.358364928209106,"LINESTRING (80.646581 16.5315154, 80.6460592 16.531597)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,True,54.988327374884,"LINESTRING (80.646581 16.5315154, 80.6470875 16.5314217)",,,,,,
279503938,residential,1,20,Devinagar 6th line,False,False,180.99048833395875,"LINESTRING (80.646581 16.5315154, 80.6469919 16.5330947)",,,,,,
279503850,residential,1,20,Devinagar 3rd line,False,False,91.85535970118019,"LINESTRING (80.6452876 16.5315232, 80.6454017 16.532342)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,False,54.84108515985727,"LINESTRING (80.6452876 16.5315232, 80.6450962 16.531484, 80.6447827 16.5314288)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,True,30.493471884808354,"LINESTRING (80.6452876 16.5315232, 80.6454562 16.5315579, 80.6455686 16.5315738)",,,,,,
1070115836,residential,,,,False,True,10.726738888731788,"LINESTRING (80.6131425 16.5315354, 80.6132405 16.5315135)",,,,,,
849795673,tertiary,,,,True,False,21.196288838347098,"LINESTRING (80.6131425 16.5315354, 80.6131758 16.5316165, 80.6132231 16.5317095)",,,,,,
279503989,residential,,,,False,False,51.89615223945237,"LINESTRING (80.6078588 16.5315177, 80.6074036 16.5316832)",,,,,,
279503989,residential,,,,False,True,45.73308956392947,"LINESTRING (80.6078588 16.5315177, 80.6077857 16.5313245, 80.6076562 16.5311604)",,,,,,
279535242,residential,,,,False,True,64.75234116545059,"LINESTRING (80.6078588 16.5315177, 80.6079862 16.5320082, 80.6080122 16.5320809)",,,,,,
279503916,residential,,,,False,False,30.96316379574846,"LINESTRING (80.6143758 16.5315606, 80.6144246 16.5318351)",,,,,,
279503916,residential,,,,False,True,52.867214140450166,"LINESTRING (80.6143758 16.5315606, 80.6138888 16.5316505)",,,,,,
279534911,residential,,,,False,False,18.978939250028436,"LINESTRING (80.6143758 16.5315606, 80.6143703 16.53139)",,,,,,
279503526,residential,,,,False,False,84.6782109227222,"LINESTRING (80.5944295 16.5315373, 80.5947113 16.5322493)",,,,,,
848276946,tertiary,,,,False,False,12.066465238901689,"LINESTRING (80.5944295 16.5315373, 80.5943244 16.5315776)",,,,,,
848276946,tertiary,,,,False,True,36.54575805857105,"LINESTRING (80.5944295 16.5315373, 80.5947467 16.5314126)",,,,,,
279503552,residential,,,,False,False,112.38404689337574,"LINESTRING (80.5972655 16.5316206, 80.5982472 16.5312521)",,,,,,
279503944,residential,,,,False,True,123.05057310704396,"LINESTRING (80.5943244 16.5315776, 80.5938492 16.5305691)",,,,,,
848276946,tertiary,,,,False,False,41.03237182466908,"LINESTRING (80.5943244 16.5315776, 80.5939717 16.5317254)",,,,,,
848276946,tertiary,,,,False,True,12.066465238901689,"LINESTRING (80.5943244 16.5315776, 80.5944295 16.5315373)",,,,,,
279503592,residential,,,,False,True,85.60844709189651,"LINESTRING (80.6236646 16.5315853, 80.6232793 16.5309098)",,,,,,
373892801,residential,,,,False,False,9.326295532535578,"LINESTRING (80.6236646 16.5315853, 80.623593 16.5316335)",,,,,,
373892801,residential,,,,False,True,42.131636874699396,"LINESTRING (80.6236646 16.5315853, 80.6240145 16.5314091)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,True,56.358364928209106,"LINESTRING (80.6460592 16.531597, 80.646581 16.5315154)",,,,,,
279503785,residential,1,20,Devinagar 5th line,False,False,181.99381265931527,"LINESTRING (80.6460592 16.531597, 80.6465221 16.5331724)",,,,,,
279072954,tertiary,,,Devi Nagar Road,False,False,52.40492073037906,"LINESTRING (80.6460592 16.531597, 80.6458606 16.5315971, 80.6455686 16.5315738)",,,,,,
373875832,residential,,,,False,False,31.095462015811712,"LINESTRING (80.621884 16.5315841, 80.6219458 16.5318574)",,,,,,
373892152,residential,,,,False,True,34.88253629044592,"LINESTRING (80.621884 16.5315841, 80.6221928 16.5314803)",,,,,,
279534798,residential,,,,False,False,52.22087110758749,"LINESTRING (80.621884 16.5315841, 80.6218117 16.5315927, 80.621415 16.531716)",,,,,,
279503750,residential,,,,False,False,103.80584024333433,"LINESTRING (80.623593 16.5316335, 80.624 16.5324816)",,,,,,
373892801,residential,,,,False,False,34.13162341962706,"LINESTRING (80.623593 16.5316335, 80.6233058 16.5317692)",,,,,,
373892801,residential,,,,False,True,9.326295532535578,"LINESTRING (80.623593 16.5316335, 80.6236646 16.5315853)",,,,,,
279503827,residential,,,,False,False,50.99730199480173,"LINESTRING (80.6132231 16.5317095, 80.6127897 16.5319037)",,,,,,
849795673,tertiary,,,,True,False,29.77676603567103,"LINESTRING (80.6132231 16.5317095, 80.613264 16.5318103, 80.6133174 16.5319615)",,,,,,
279503884,residential,,,,False,False,7.37020737529479,"LINESTRING (80.6116588 16.5316724, 80.6116915 16.5317308)",,,,,,
279503884,residential,,,,False,True,75.36989136249068,"LINESTRING (80.6116588 16.5316724, 80.6114057 16.5310395)",,,,,,
852350549,residential,,,,False,False,53.69745904053221,"LINESTRING (80.6116588 16.5316724, 80.6121163 16.5314703)",,,,,,
279503831,residential,,,,False,False,65.93901837873804,"LINESTRING (80.6074036 16.5316832, 80.6076382 16.5322319)",,,,,,
279503989,residential,,,,False,False,42.482995665847994,"LINESTRING (80.6074036 16.5316832, 80.6070337 16.5318254)",,,,,,
279503989,residential,,,,False,True,51.89615223945237,"LINESTRING (80.6074036 16.5316832, 80.6078588 16.5315177)",,,,,,
279503831,residential,,,,False,True,129.5947759086871,"LINESTRING (80.6074036 16.5316832, 80.6072595 16.5314147, 80.6071506 16.5312566, 80.6066391 16.5307941)",,,,,,
279503798,residential,,,,False,True,24.641661886024025,"LINESTRING (80.5939717 16.5317254, 80.594062 16.5319294)",,,,,,
848276946,tertiary,,,,False,False,22.67851271073778,"LINESTRING (80.5939717 16.5317254, 80.5937718 16.5317952)",,,,,,
848276946,tertiary,,,,False,True,41.03237182466908,"LINESTRING (80.5939717 16.5317254, 80.5943244 16.5315776)",,,,,,
279503651,residential,,,,False,False,30.97383037883118,"LINESTRING (80.6116915 16.5317308, 80.6114458 16.5318795)",,,,,,
279503884,residential,,,,False,False,32.641445444423596,"LINESTRING (80.6116915 16.5317308, 80.6118241 16.5319954)",,,,,,
279503884,residential,,,,False,True,7.37020737529479,"LINESTRING (80.6116915 16.5317308, 80.6116588 16.5316724)",,,,,,
279503449,residential,,,,False,False,73.42662862105625,"LINESTRING (80.6146772 16.5317772, 80.6148015 16.5324267)",,,,,,
279503449,residential,,,,False,True,27.68576896310209,"LINESTRING (80.6146772 16.5317772, 80.6144246 16.5318351)",,,,,,
279534945,residential,,,,False,True,43.51980450330854,"LINESTRING (80.6146772 16.5317772, 80.6146417 16.5313873)",,,,,,
279503808,residential,,,,False,False,96.84788358815509,"LINESTRING (80.5937718 16.5317952, 80.5934347 16.5309864)",,,,,,
848276946,tertiary,,,,False,False,39.14220879738958,"LINESTRING (80.5937718 16.5317952, 80.5934263 16.5319144)",,,,,,
848276946,tertiary,,,,False,True,22.67851271073778,"LINESTRING (80.5937718 16.5317952, 80.5939717 16.5317254)",,,,,,
279503809,residential,1,20,Devi nagar 1st line,False,True,16.26681395442737,"LINESTRING (80.6437513 16.5318489, 80.6437699 16.5319941)",,,,,,
1388152041,residential,,,,False,False,79.21551017074957,"LINESTRING (80.6437513 16.5318489, 80.6430151 16.5319459)",,,,,,
1388911036,residential,,,devi nagar 1st line,False,True,44.5892673516563,"LINESTRING (80.6437513 16.5318489, 80.6436105 16.5314713)",,,,,,
279503449,residential,,,,False,False,27.68576896310209,"LINESTRING (80.6144246 16.5318351, 80.6146772 16.5317772)",,,,,,
279503916,residential,,,,False,False,51.55271062795238,"LINESTRING (80.6144246 16.5318351, 80.6139557 16.5319486)",,,,,,
279503916,residential,,,,False,True,30.96316379574846,"LINESTRING (80.6144246 16.5318351, 80.6143758 16.5315606)",,,,,,
279535689,residential,,,,False,False,100.32700233931476,"LINESTRING (80.6144246 16.5318351, 80.6145428 16.5323544, 80.6145117 16.5324188, 80.6145224 16.5327184)",,,,,,
373875832,residential,,,,False,False,28.793477594730902,"LINESTRING (80.6219458 16.5318574, 80.6217793 16.5320613)",,,,,,
373875832,residential,,,,False,True,31.095462015811712,"LINESTRING (80.6219458 16.5318574, 80.621884 16.5315841)",,,,,,
279535214,residential,,,,False,False,58.44524011250428,"LINESTRING (80.6219458 16.5318574, 80.6219704 16.5319143, 80.6222143 16.5323151)",,,,,,
"[373891996, 279503756]",tertiary,,,,False,True,134.52211422840367,"LINESTRING (80.6254154 16.5318415, 80.6254471 16.532053, 80.6254646 16.5321082, 80.6255425 16.5324007, 80.6256576 16.5330276)",,,,,,
279504007,residential,,,,False,True,75.87101850064961,"LINESTRING (80.6254154 16.5318415, 80.625095 16.5319726, 80.6247623 16.5321127)",,,,,,
373892802,tertiary,,,,False,False,53.24558201023815,"LINESTRING (80.6254154 16.5318415, 80.6253161 16.5316047, 80.6251997 16.5314109)",,,,,,
279503894,residential,,,,False,True,41.19039715667465,"LINESTRING (80.5934263 16.5319144, 80.5935686 16.5322588)",,,,,,
848276946,tertiary,,,,False,False,9.592443680614833,"LINESTRING (80.5934263 16.5319144, 80.5933408 16.5319413)",,,,,,
848276946,tertiary,,,,False,True,39.14220879738958,"LINESTRING (80.5934263 16.5319144, 80.5937718 16.5317952)",,,,,,
1388152041,residential,,,,False,True,79.21551017074957,"LINESTRING (80.6430151 16.5319459, 80.6437513 16.5318489)",,,,,,
279503698,residential,,,,False,False,99.28319579158752,"LINESTRING (80.5933408 16.5319413, 80.5930502 16.531093)",,,,,,
848276946,tertiary,,,,False,False,45.00194578987503,"LINESTRING (80.5933408 16.5319413, 80.5929447 16.5320813)",,,,,,
848276946,tertiary,,,,False,True,9.592443680614833,"LINESTRING (80.5933408 16.5319413, 80.5934263 16.5319144)",,,,,,
279503722,residential,,,,False,True,53.19899374875557,"LINESTRING (80.6229577 16.5319434, 80.6227214 16.531522)",,,,,,
373892801,residential,,,,False,False,2.942971837681413,"LINESTRING (80.6229577 16.5319434, 80.6229332 16.5319556)",,,,,,
373892801,residential,,,,False,True,41.85842746443374,"LINESTRING (80.6229577 16.5319434, 80.6233058 16.5317692)",,,,,,
279503740,residential,,,,False,False,47.367748345080024,"LINESTRING (80.6133174 16.5319615, 80.6129126 16.5321372)",,,,,,
849795673,tertiary,,,,True,False,56.11217990511956,"LINESTRING (80.6133174 16.5319615, 80.6133673 16.5320893, 80.6135025 16.5324339)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,False,59.920564750394306,"LINESTRING (80.6005448 16.5319665, 80.6004119 16.5314429)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,True,25.693355251333276,"LINESTRING (80.6005448 16.5319665, 80.6005945 16.5321926)",,,,,,
279504010,residential,,,APSRTC Zonal Workshop Road,False,True,363.03057031383855,"LINESTRING (80.6005448 16.5319665, 80.6014753 16.531809, 80.6024588 16.5316107, 80.6025476 16.5315724, 80.6025633 16.5314649, 80.6024952 16.5309837, 80.602512 16.5308818, 80.602581 16.5308199, 80.602696 16.530791, 80.6031116 16.5307526)",,,,,,
279503793,residential,,,,False,False,55.641432688668814,"LINESTRING (80.5952007 16.5320753, 80.5947113 16.5322493)",,,,,,
279503793,residential,,,,False,True,59.97798087697552,"LINESTRING (80.5952007 16.5320753, 80.5957267 16.5318838)",,,,,,
279503955,residential,,,,False,False,75.25066007197742,"LINESTRING (80.5952007 16.5320753, 80.5954622 16.5327039)",,,,,,
279503955,residential,,,,False,True,85.39418963250894,"LINESTRING (80.5952007 16.5320753, 80.5949377 16.5313499)",,,,,,
279503765,residential,,,,False,False,87.54582782857354,"LINESTRING (80.6288031 16.5320332, 80.6290616 16.5327805)",,,,,,
279503599,residential,,,,False,True,51.27277378129698,"LINESTRING (80.6247623 16.5321127, 80.6245546 16.5316968)",,,,,,
848782553,residential,,,,False,True,45.41401890650024,"LINESTRING (80.6247623 16.5321127, 80.6249208 16.5324918)",,,,,,
279504007,residential,,,,False,False,75.87101850064961,"LINESTRING (80.6247623 16.5321127, 80.625095 16.5319726, 80.6254154 16.5318415)",,,,,,
279504007,residential,,,,False,True,37.10087896795221,"LINESTRING (80.6247623 16.5321127, 80.6245957 16.5321845, 80.6244464 16.5322527)",,,,,,
279503442,residential,,,,False,False,83.36423142892497,"LINESTRING (80.6225569 16.5321438, 80.6221928 16.5314803)",,,,,,
279535716,residential,,,,False,False,31.37045078482134,"LINESTRING (80.6225569 16.5321438, 80.6227057 16.5323872)",,,,,,
373892801,residential,,,,False,False,41.18940542615742,"LINESTRING (80.6225569 16.5321438, 80.6222143 16.5323151)",,,,,,
373892801,residential,,,,False,True,45.24362389446627,"LINESTRING (80.6225569 16.5321438, 80.6229332 16.5319556)",,,,,,
279503768,residential,,,,False,False,64.3502069347379,"LINESTRING (80.6291139 16.5321492, 80.6293125 16.5326957)",,,,,,
279503527,residential,,,,False,True,52.41012334220951,"LINESTRING (80.629388 16.5321568, 80.6295369 16.532606)",,,,,,
177626330,tertiary,,,Nehru Inner Ring Road,False,False,59.56587620381231,"LINESTRING (80.6060278 16.5321778, 80.606068 16.5327121)",,,,,,
177626330,tertiary,,,Nehru Inner Ring Road,False,True,36.51240810226941,"LINESTRING (80.6060278 16.5321778, 80.6059789 16.5318528)",,,,,,
279503989,residential,,,,False,True,29.99496276491018,"LINESTRING (80.6060278 16.5321778, 80.606296 16.5320962)",,,,,,
373891992,residential,,,,False,False,19.729704902137012,"LINESTRING (80.6216612 16.5321666, 80.6214853 16.5321114)",,,,,,
849759853,residential,,,,False,False,36.83369546569497,"LINESTRING (80.6216612 16.5321666, 80.6216747 16.5324976)",,,,,,
279971513,residential,,,,False,True,57.09214236931132,"LINESTRING (80.6216612 16.5321666, 80.6216304 16.5320722, 80.6215694 16.53201, 80.621415 16.531716)",,,,,,
373875832,residential,,,,False,True,17.227862882749392,"LINESTRING (80.6216612 16.5321666, 80.6216784 16.5321557, 80.6216965 16.5321396, 80.6217793 16.5320613)",,,,,,
279503651,residential,,,,False,True,25.183495761812715,"LINESTRING (80.6109177 16.5322049, 80.6111189 16.5320862)",,,,,,
279503651,residential,,,,False,False,45.52111613598387,"LINESTRING (80.6109177 16.5322049, 80.6108921 16.5321792, 80.6108711 16.5321794, 80.6108491 16.5321837, 80.6105354 16.5323248)",,,,,,
279535123,residential,,,,False,False,26.415254613238652,"LINESTRING (80.6109177 16.5322049, 80.6109415 16.532247, 80.6110683 16.5323926)",,,,,,
279503817,residential,,,Sub road devinagar 1st line,False,False,94.07348162224095,"LINESTRING (80.6447155 16.5321994, 80.6438405 16.5323095)",,,,,,
279503526,residential,,,,False,False,78.0356944604682,"LINESTRING (80.5947113 16.5322493, 80.5949744 16.5329042)",,,,,,
279503526,residential,,,,False,True,84.6782109227222,"LINESTRING (80.5947113 16.5322493, 80.5944295 16.5315373)",,,,,,
279503793,residential,,,,False,False,49.968950031350225,"LINESTRING (80.5947113 16.5322493, 80.5942674 16.5323937)",,,,,,
279503793,residential,,,,False,True,55.641432688668814,"LINESTRING (80.5947113 16.5322493, 80.5952007 16.5320753)",,,,,,
279503468,residential,,,,False,True,9.325601230052378,"LINESTRING (80.6164916 16.532208, 80.6164049 16.5322192)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,False,25.693355251333276,"LINESTRING (80.6005945 16.5321926, 80.6005448 16.5319665)",,,,,,
847448173,tertiary,,,RTC Workshop Road,False,True,92.52819232011676,"LINESTRING (80.6005945 16.5321926, 80.6007902 16.5330033)",,,,,,
848391911,residential,,,,False,True,49.03669389579892,"LINESTRING (80.6005945 16.5321926, 80.6001522 16.5323138)",,,,,,
279503834,residential,,,,False,False,109.89031056996016,"LINESTRING (80.5935686 16.5322588, 80.5926099 16.5326221)",,,,,,
279503894,residential,,,,False,False,41.19039715667465,"LINESTRING (80.5935686 16.5322588, 80.5934263 16.5319144)",,,,,,
279503894,residential,,,,False,True,39.459760196963266,"LINESTRING (80.5935686 16.5322588, 80.593705 16.5325887)",,,,,,
279503884,residential,,,,False,False,1.6314856398936304,"LINESTRING (80.6119813 16.5322888, 80.6119862 16.5323027)",,,,,,
279503827,residential,,,,False,True,96.23175186555973,"LINESTRING (80.6119813 16.5322888, 80.6127231 16.5319328, 80.6127897 16.5319037)",,,,,,
279503884,residential,,,,False,True,23.789036112717206,"LINESTRING (80.6119813 16.5322888, 80.6119055 16.5321544, 80.6118774 16.5320995)",,,,,,
279503717,residential,,,,False,False,23.921620592698606,"LINESTRING (80.6119862 16.5323027, 80.6117831 16.5323942)",,,,,,
279503884,residential,,,,False,False,29.044920074797005,"LINESTRING (80.6119862 16.5323027, 80.6121122 16.5325343)",,,,,,
279503884,residential,,,,False,True,1.6314856398936304,"LINESTRING (80.6119862 16.5323027, 80.6119813 16.5322888)",,,,,,
279503509,residential,,,,False,False,48.36219556790477,"LINESTRING (80.6135025 16.5324339, 80.613081 16.5325948)",,,,,,
849795673,tertiary,,,,True,False,48.13816773633998,"LINESTRING (80.6135025 16.5324339, 80.6136293 16.5328494)",,,,,,
279503809,residential,1,20,Devi nagar 1st line,False,False,35.8693233694974,"LINESTRING (80.6438405 16.5323095, 80.6437699 16.5319941)",,,,,,
279503809,residential,1,20,Devi nagar 1st line,False,True,41.99329235029878,"LINESTRING (80.6438405 16.5323095, 80.6439066 16.5326818)",,,,,,
279503817,residential,,,Sub road devinagar 1st line,False,False,95.4206247766504,"LINESTRING (80.6438405 16.5323095, 80.642953 16.5324214)",,,,,,
279503817,residential,,,Sub road devinagar 1st line,False,True,94.07348162224095,"LINESTRING (80.6438405 16.5323095, 80.6447155 16.5321994)",,,,,,
373875812,residential,,,,False,False,5.70471176777361,"LINESTRING (80.6222143 16.5323151, 80.6222243 16.5323655)",,,,,,
373892801,residential,,,,False,True,41.18940542615742,"LINESTRING (80.6222143 16.5323151, 80.6225569 16.5321438)",,,,,,
279535214,residential,,,,False,True,58.44524011250428,"LINESTRING (80.6222143 16.5323151, 80.6219704 16.5319143, 80.6219458 16.5318574)",,,,,,
279503704,residential,,,,False,True,87.34813894257925,"LINESTRING (80.6001522 16.5323138, 80.5999227 16.5315597)",,,,,,
847384145,residential,,,,False,False,66.21490117980922,"LINESTRING (80.6001522 16.5323138, 80.6003242 16.532886)",,,,,,
848391911,residential,,,,False,False,49.03669389579892,"LINESTRING (80.6001522 16.5323138, 80.6005945 16.5321926)",,,,,,
848391911,residential,,,,False,True,53.412465646892414,"LINESTRING (80.6001522 16.5323138, 80.5996727 16.5324532)",,,,,,
279503652,residential,,,,False,True,17.122831518294984,"LINESTRING (80.6297286 16.5323724, 80.6297626 16.5325229)",,,,,,
279503637,residential,,,,False,False,31.19109807424009,"LINESTRING (80.6129978 16.5323976, 80.6127263 16.5325022)",,,,,,
849759855,residential,,,,False,False,23.653355723544678,"LINESTRING (80.6129978 16.5323976, 80.613081 16.5325948)",,,,,,
849759855,residential,,,,False,True,30.3461596502301,"LINESTRING (80.6129978 16.5323976, 80.6129126 16.5321372)",,,,,,
279504018,tertiary,,,,False,False,45.85229072567956,"LINESTRING (80.5920345 16.5323967, 80.5921939 16.5327797)",,,,,,
847384154,residential,,,,False,False,29.79080820932474,"LINESTRING (80.5920345 16.5323967, 80.5917773 16.5325015)",,,,,,
848276946,tertiary,,,,False,True,12.467661497218954,"LINESTRING (80.5920345 16.5323967, 80.5921445 16.5323586)",,,,,,
279503450,residential,,,,False,False,38.93388926561386,"LINESTRING (80.6301558 16.5324039, 80.6305192 16.532439)",,,,,,
279503471,residential,,,,False,False,37.45469210666372,"LINESTRING (80.6301558 16.5324039, 80.6302746 16.5327209)",,,,,,
279503450,residential,,,,False,True,44.503264646228516,"LINESTRING (80.6301558 16.5324039, 80.6301007 16.5323986, 80.6297626 16.5325229)",,,,,,
279503817,residential,,,Sub road devinagar 1st line,False,True,95.4206247766504,"LINESTRING (80.642953 16.5324214, 80.6438405 16.5323095)",,,,,,
279503791,residential,,,,False,False,81.13215079694052,"LINESTRING (80.6219149 16.5324582, 80.622015 16.5331815)",,,,,,
279972112,residential,,,,False,False,25.976974956366835,"LINESTRING (80.6219149 16.5324582, 80.6216747 16.5324976)",,,,,,
279972112,residential,,,,False,True,8.29974355683437,"LINESTRING (80.6219149 16.5324582, 80.6219883 16.5324333)",,,,,,
279503449,residential,,,,False,False,26.82011404542509,"LINESTRING (80.6148015 16.5324267, 80.6148448 16.5326643)",,,,,,
279503449,residential,,,,False,True,73.42662862105625,"LINESTRING (80.6148015 16.5324267, 80.6146772 16.5317772)",,,,,,
279503468,residential,,,,False,False,24.26674328026541,"LINESTRING (80.6148015 16.5324267, 80.6150271 16.5323975)",,,,,,
279503752,residential,,,,False,False,113.2933482042583,"LINESTRING (80.5966205 16.5326496, 80.5962085 16.5317104)",,,,,,
279503955,residential,,,,False,False,53.390058234111365,"LINESTRING (80.5966205 16.5326496, 80.5970755 16.5324489)",,,,,,
279503955,residential,,,,False,True,58.37010149462221,"LINESTRING (80.5966205 16.5326496, 80.5961161 16.5328539)",,,,,,
279503450,residential,,,,False,True,38.93388926561386,"LINESTRING (80.6305192 16.532439, 80.6301558 16.5324039)",,,,,,
279503514,residential,,,,False,False,78.39036903172267,"LINESTRING (80.6305192 16.532439, 80.6308081 16.5330873)",,,,,,
279503450,residential,,,,False,False,49.68639233163345,"LINESTRING (80.6305192 16.532439, 80.6309642 16.5324819, 80.630983 16.5324834)",,,,,,
279503640,residential,,,,False,True,59.15894941686561,"LINESTRING (80.5959708 16.532491, 80.5954622 16.5327039)",,,,,,
279503876,residential,,,,False,False,72.35818860637904,"LINESTRING (80.5959708 16.532491, 80.5957267 16.5318838)",,,,,,
279503876,residential,,,,False,True,43.22313766510241,"LINESTRING (80.5959708 16.532491, 80.5961161 16.5328539)",,,,,,
279503577,residential,,,,False,True,87.16031678513644,"LINESTRING (80.5996727 16.5324532, 80.5993841 16.5317198)",,,,,,
847384144,residential,,,,False,False,70.47094967516622,"LINESTRING (80.5996727 16.5324532, 80.5998862 16.533053)",,,,,,
848391911,residential,,,,False,False,53.412465646892414,"LINESTRING (80.5996727 16.5324532, 80.6001522 16.5323138)",,,,,,
848391911,residential,,,,False,True,62.337310293407576,"LINESTRING (80.5996727 16.5324532, 80.5991458 16.5326116, 80.5991155 16.5326231)",,,,,,
279503750,residential,,,,False,True,103.80584024333433,"LINESTRING (80.624 16.5324816, 80.623593 16.5316335)",,,,,,
279504007,residential,,,,False,False,26.74561556110169,"LINESTRING (80.624 16.5324816, 80.6242216 16.5323688)",,,,,,
279504007,residential,,,,False,True,38.6817616399667,"LINESTRING (80.624 16.5324816, 80.623685 16.5326543)",,,,,,
373891977,residential,,,,False,False,85.87474780634946,"LINESTRING (80.624 16.5324816, 80.6243103 16.5331943)",,,,,,
279503450,residential,,,,False,True,25.772616373515874,"LINESTRING (80.6297626 16.5325229, 80.6295369 16.532606)",,,,,,
279503652,residential,,,,False,False,17.122831518294984,"LINESTRING (80.6297626 16.5325229, 80.6297286 16.5323724)",,,,,,
279503450,residential,,,,False,False,44.503264646228516,"LINESTRING (80.6297626 16.5325229, 80.6301007 16.5323986, 80.6301558 16.5324039)",,,,,,
